emp_no,first_name,last_name,dept_name,from_date,to_date
404755,Manu,Junet,Marketing,1991-04-20,9999-01-01
404788,Basem,Beausoleil,Development,1998-03-16,9999-01-01
404879,Jeanne,Kaminger,Production,1987-07-21,1991-04-21
405015,Morris,Fargier,Sales,1988-06-29,9999-01-01
405063,Yechezkel,Yurov,Production,2001-11-16,9999-01-01
405372,Masami,Merro,Research,1988-09-23,1999-08-31
406125,Georgi,Portugali,Production,1987-09-27,9999-01-01
406239,Marek,Tomescu,Development,1995-05-15,9999-01-01
406249,Naraig,Snyers,Production,1986-12-03,1992-05-19
406299,Kitty,Kolvik,Development,1991-10-07,1995-04-29
406537,Martien,Ranum,Development,1993-03-15,1999-05-18
406564,Parviz,Picco,Development,1995-04-16,9999-01-01
406714,Malu,Ossenbruggen,Research,1986-11-21,9999-01-01
406847,Alexius,Crouzet,Sales,1999-10-05,9999-01-01
407522,Tommaso,Raczkowsky,Finance,1996-08-29,9999-01-01
407837,Fei,Erez,Quality Management,1988-04-02,9999-01-01
408019,Shridhar,Chleq,Production,1986-03-22,9999-01-01
408114,Geoffrey,Ladret,Development,1994-01-03,9999-01-01
408163,Irene,Sethi,Development,2000-08-12,9999-01-01
408417,Tsz,Daescu,Sales,1994-09-28,9999-01-01
408435,Bikash,Vilarrasa,Sales,1999-03-26,2000-12-29
408437,Uno,Solares,Customer Service,1994-09-22,9999-01-01
408447,Mayuri,Werthner,Sales,2001-02-20,9999-01-01
408654,Yongqiao,Cochrane,Customer Service,1986-10-27,9999-01-01
408953,Jolita,Claffy,Development,1993-12-24,9999-01-01
409112,Sahrah,Mitchem,Finance,1991-03-28,2002-05-18
409391,Willard,Verspoor,Production,1999-02-28,9999-01-01
409712,Etsuo,Andreotta,Quality Management,1992-03-28,2000-06-23
409798,Dekang,Tsunoo,Production,1995-01-19,9999-01-01
409805,Frazer,Candan,Quality Management,1999-03-05,9999-01-01
409898,Divier,Ishibashi,Development,1989-09-22,9999-01-01
410028,Xiadong,McClurg,Human Resources,1985-09-17,9999-01-01
410372,Duri,Mitina,Development,1990-03-04,9999-01-01
410433,Kazuhisa,Riesenhuber,Production,1992-10-06,9999-01-01
410592,Tonia,Shigei,Human Resources,1993-03-13,1997-01-12
410616,Gudjon,Kalorkoti,Development,1994-04-14,9999-01-01
410703,Kitty,Halloran,Sales,1997-11-20,2002-01-18
410804,Ronnie,Denos,Production,1992-06-08,9999-01-01
410881,Koichi,Grabner,Quality Management,2000-04-05,9999-01-01
411070,Otmar,Brandsma,Development,1987-05-28,9999-01-01
411082,Martine,Cangellaris,Production,1992-04-28,9999-01-01
411143,Goncalo,Barbanera,Marketing,1996-09-01,9999-01-01
411727,Weiwu,Lamma,Sales,1997-11-05,2000-11-26
411906,Anneli,Pappas,Development,1998-07-04,1998-09-19
412315,Geoff,Peck,Sales,1999-01-08,1999-03-26
412404,Mitsuyuki,Jeansoulin,Production,1999-10-28,9999-01-01
412757,Leen,Peak,Development,1999-11-20,9999-01-01
413098,Hsiangchu,Taubenfeld,Research,1993-04-17,9999-01-01
413205,Mototsugu,Prampolini,Sales,1988-06-12,9999-01-01
413554,Elvia,Schwartzburd,Quality Management,1991-10-16,1995-08-25
413666,Remco,Duclos,Finance,1988-04-18,9999-01-01
413729,Harjit,Ernst,Development,1992-04-26,9999-01-01
413831,Mohamadou,Grabner,Customer Service,1991-11-25,9999-01-01
413832,Marco,Jahnichen,Human Resources,1995-03-28,9999-01-01
414027,Tadanori,Msuda,Customer Service,1993-02-20,9999-01-01
414091,Wuxu,Kuhnemann,Development,1997-08-19,9999-01-01
414461,Somnath,Bierbaum,Marketing,1996-12-05,2000-12-22
414543,Bernd,Anick,Production,1988-11-19,9999-01-01
414551,Elliott,Copas,Development,1994-09-13,9999-01-01
414662,Ipke,Schneeberger,Development,1985-09-20,9999-01-01
414714,Chinho,Delgrande,Research,1996-11-07,9999-01-01
414808,Aris,Sambasivam,Development,1988-02-21,1998-05-20
414814,Dayanand,Wielonsky,Development,1999-02-28,9999-01-01
414897,Juyoung,Willoner,Sales,1989-11-03,9999-01-01
414922,Prasadram,Piazza,Production,1987-06-05,1997-11-04
415187,Juyoung,Peltason,Production,1998-09-01,9999-01-01
415234,Ewing,Baak,Development,1993-10-05,1993-10-19
415338,Shigeo,Emmart,Production,1995-12-24,9999-01-01
415363,Conal,Shackell,Marketing,1995-02-23,9999-01-01
415563,Mrinalini,Bierbaum,Development,1986-03-12,9999-01-01
416074,Alain,Lieberherr,Development,1987-05-11,9999-01-01
416383,Nectarios,Itschner,Development,1990-03-02,9999-01-01
416420,Adamantios,Heemskerk,Sales,1986-08-08,9999-01-01
416455,Laurentiu,Morton,Production,1998-12-21,1999-12-23
416492,Kannan,Meriste,Development,1992-08-12,9999-01-01
416660,Nathalie,Luke,Development,1987-09-16,9999-01-01
416720,Tokuyasu,Xiaoshan,Production,1991-09-19,9999-01-01
416877,Gio,Orsini,Marketing,1988-12-07,9999-01-01
416892,Shooichi,Vandervoorde,Production,1996-08-16,9999-01-01
417128,Valeska,Rosenbaum,Development,1994-05-18,1997-01-13
417435,Bouchung,Zaumen,Sales,1999-01-29,9999-01-01
418239,Josyula,Motley,Production,1996-03-26,9999-01-01
418247,Oscar,Oppitz,Marketing,2002-07-27,9999-01-01
418298,Arvin,Pusterhofer,Production,1995-03-02,9999-01-01
418309,Danel,Petereit,Production,1985-02-21,9999-01-01
418380,Kazuhiko,Gornas,Production,1993-05-20,9999-01-01
418566,Kazuhide,Snedden,Production,1996-06-14,9999-01-01
418606,Michaela,Otillio,Production,1994-01-05,9999-01-01
418689,Gino,Uehara,Marketing,1988-02-17,1991-04-09
418717,Arunachalam,Magliocco,Sales,1987-12-23,9999-01-01
418860,Ymte,Dalton,Marketing,1992-11-22,9999-01-01
419099,Heon,Broomell,Sales,1998-05-06,9999-01-01
419388,Nikolaos,Bamford,Development,1986-02-25,1997-09-23
419953,Ung,Orlowski,Marketing,1991-07-22,9999-01-01
420086,Susuma,Kitsuregawa,Development,1985-05-28,9999-01-01
420476,Mariangiola,Bolsens,Customer Service,1985-06-15,9999-01-01
420557,Mabhin,Eastman,Sales,1989-08-02,9999-01-01
420599,Hidde,Riexinger,Quality Management,1986-11-18,1996-08-20
420681,Atilio,Rajala,Development,1999-12-01,2001-07-27
420694,Frazer,Barbanera,Research,1986-11-04,9999-01-01
420732,Willard,Morrin,Marketing,1996-05-27,9999-01-01
420759,Raimond,Solovay,Sales,1997-10-03,9999-01-01
420765,Shawna,Krider,Sales,1990-03-09,9999-01-01
420877,Khosrow,Erez,Finance,1990-02-11,9999-01-01
420921,Niranjan,Lamba,Sales,1997-11-16,1998-10-10
421022,Shigeaki,Butner,Sales,1996-07-13,9999-01-01
421033,Garnik,Randt,Sales,1989-12-23,9999-01-01
421039,Aemilian,Zedlitz,Development,1988-12-23,1993-07-16
421074,Zhaofang,Falster,Sales,1994-06-29,9999-01-01
421312,Mariangiola,Bashian,Development,1999-09-18,9999-01-01
421384,Renny,Bednarek,Human Resources,1987-06-01,9999-01-01
421755,Shichao,Thiria,Production,1989-01-11,9999-01-01
422146,Kenton,Miara,Research,2002-03-13,9999-01-01
422263,Abdulah,Remmele,Finance,1992-09-24,1996-07-21
422450,Junichi,Rubsam,Development,1988-10-30,1994-03-11
422783,Jagoda,Uhrig,Production,1995-09-01,9999-01-01
423038,Takushi,Strehl,Sales,1988-10-04,9999-01-01
423204,Uma,Stranks,Sales,1991-09-13,9999-01-01
423208,Joydip,Krone,Development,1995-02-08,9999-01-01
423214,Tsutomu,Tetzlaff,Finance,1987-09-24,9999-01-01
423327,Constantijn,Lichtman,Sales,1994-06-26,9999-01-01
423350,Heping,Monarch,Sales,1988-04-15,9999-01-01
423516,Wojceich,Butterworth,Development,1999-11-16,2001-10-05
423633,Mariusz,Tokunaga,Development,1985-02-11,9999-01-01
423993,Seshu,Kolvik,Development,1988-12-09,9999-01-01
424569,Danco,Luff,Development,1997-10-30,9999-01-01
424584,Kagan,Dredge,Development,1994-02-26,9999-01-01
424685,Changho,Veevers,Finance,1997-03-03,9999-01-01
424714,Nathan,Vendrig,Development,1990-08-20,1997-03-22
424797,Theron,Itschner,Sales,1985-05-16,9999-01-01
424805,Jacqueline,Zallocco,Sales,1987-12-17,9999-01-01
424845,Salvador,Peres,Production,1996-02-05,1996-11-17
424930,Xuejun,Reeker,Human Resources,1988-11-18,9999-01-01
424984,Vasilis,Waleschkowski,Development,1996-05-26,9999-01-01
425437,Moni,Staudhammer,Development,1999-03-23,9999-01-01
425535,Alagu,Vieri,Marketing,1986-08-23,9999-01-01
425540,Paddy,Zumaque,Finance,1995-11-12,9999-01-01
425757,Yongdong,Jiang,Production,1995-01-31,9999-01-01
425780,Paris,Range,Sales,1989-10-25,9999-01-01
425830,Guther,Conia,Development,1999-02-13,9999-01-01
425875,Jahangir,Kroft,Sales,1990-06-11,9999-01-01
426153,Shahaf,Luce,Sales,1999-04-06,9999-01-01
426168,Kaijung,Mateescu,Finance,1987-11-18,9999-01-01
426228,Supot,Badache,Development,1996-08-17,9999-01-01
426235,Danco,Rajala,Human Resources,1991-03-29,9999-01-01
426611,Serap,Bahi,Development,1986-05-15,1990-05-04
426644,Zejun,Broomell,Production,1995-01-19,9999-01-01
426683,Xudong,Muntz,Production,1991-03-08,1996-04-02
426706,Karsten,Kawashima,Production,1994-03-15,9999-01-01
426795,Huican,Lunn,Customer Service,1986-07-23,9999-01-01
426818,Gaurav,Fendler,Customer Service,1992-02-15,9999-01-01
426819,Sandeepan,Kulisch,Production,1997-05-16,9999-01-01
426824,Gopalakrishnan,Mawatari,Customer Service,1997-12-07,9999-01-01
426958,Weijing,Viele,Production,1985-10-03,9999-01-01
427313,Utpal,Kemmerer,Research,1986-12-04,9999-01-01
427320,Mamdouh,Ramamoorthy,Development,2000-01-13,9999-01-01
427332,Feiyu,Hemaspaandra,Customer Service,1995-06-04,9999-01-01
427571,Torsten,Ranta,Research,1995-07-03,9999-01-01
427659,Mariusz,Ritcey,Production,1987-03-16,1991-07-01
427776,Jaques,Navazio,Finance,1989-04-04,9999-01-01
427805,Haldun,Compeau,Finance,1997-10-15,9999-01-01
427823,Jaques,Gecsei,Customer Service,1999-07-13,9999-01-01
427852,Adil,Kieras,Production,1992-07-20,9999-01-01
428082,Ronghao,Alpin,Human Resources,1991-09-11,9999-01-01
428160,Jamaludin,Kalorkoti,Marketing,1998-09-06,9999-01-01
428195,Hatsukazu,Rosca,Human Resources,1993-08-02,9999-01-01
428219,Ghassan,Androutsos,Sales,1987-12-26,9999-01-01
428235,Chenyi,Demian,Production,1991-08-29,2000-03-18
428294,Nimmagadda,Kusakari,Production,1994-01-23,1998-05-14
428917,Theron,Billawala,Development,1989-02-17,9999-01-01
429040,Bader,Detkin,Finance,1993-10-24,1999-07-31
429087,Hugh,Senzako,Quality Management,1992-10-15,9999-01-01
429231,Kazuyasu,Schmiedel,Sales,1985-09-07,9999-01-01
429238,Mona,Luck,Sales,1989-05-11,9999-01-01
429249,Alassane,Wolniewicz,Research,1993-11-09,9999-01-01
429316,Seshu,Hiraishi,Finance,1994-08-10,9999-01-01
429381,Limsoon,Roohalamini,Sales,1986-11-26,9999-01-01
429419,Adas,Chinen,Research,1993-01-04,2002-05-15
429481,Subhada,Emmerich,Development,1996-03-06,9999-01-01
429520,Yongqiao,Francisci,Quality Management,1999-12-01,9999-01-01
429532,Bartek,Vendrig,Customer Service,1992-06-06,9999-01-01
429553,Tadanori,Fujisawa,Development,1999-08-07,2000-07-04
429569,Fumiya,Chappelet,Development,1992-09-03,9999-01-01
429703,Ung,Honglei,Human Resources,1986-09-02,9999-01-01
429756,Jiann,Hofmeyr,Finance,1992-02-03,1997-10-23
429899,Ranan,Marsiglia,Marketing,1999-08-13,9999-01-01
429954,Renny,Gladwell,Sales,1999-02-27,9999-01-01
430054,Erzsebet,Setiz,Development,1993-06-10,9999-01-01
430558,Xiong,Roisin,Quality Management,1988-03-01,9999-01-01
430593,Janalee,Lanzelotte,Customer Service,1997-12-01,9999-01-01
430631,Kersti,Marsiglia,Development,1994-02-19,9999-01-01
430891,Khalil,Gien,Production,1991-08-06,9999-01-01
430981,Amabile,Koyama,Customer Service,1985-07-25,1993-05-14
431353,Bedir,Reeken,Sales,1991-02-17,1998-10-25
431576,Masamitsu,Back,Human Resources,1993-04-12,9999-01-01
431657,Visit,Thiran,Development,1986-11-14,9999-01-01
431759,Alassane,Ramsay,Production,1987-11-21,1989-04-12
431882,Hideo,Varman,Development,1997-06-19,9999-01-01
431887,Poorav,Ranst,Development,1996-06-01,9999-01-01
432031,Adamantios,Matzat,Sales,1987-03-01,9999-01-01
432034,Arfst,Uehara,Marketing,1994-07-10,9999-01-01
432089,Irena,Gulla,Quality Management,1989-12-30,2002-01-11
432121,Alair,Straney,Customer Service,1986-11-15,9999-01-01
432257,Kwangjo,Hiltgen,Production,1998-12-22,9999-01-01
432261,Arve,Bergere,Development,1987-07-28,9999-01-01
432399,Nitsan,Nollmann,Customer Service,1993-09-29,9999-01-01
432523,Takahiro,Maquelin,Development,1997-07-21,9999-01-01
432665,Flemming,Driscoll,Development,1994-05-28,9999-01-01
432787,Toshiko,Ibel,Development,1996-11-23,9999-01-01
432890,Nalini,Perly,Production,1999-03-07,2001-01-15
432956,Qunsheng,Birrer,Marketing,1986-05-13,9999-01-01
433059,Bojan,Montresor,Sales,1995-02-04,9999-01-01
433157,Tomofumi,Serna,Sales,1999-10-23,9999-01-01
433260,Make,Olivero,Quality Management,1991-06-01,9999-01-01
433438,Keiichiro,Miyakawa,Research,1993-09-12,9999-01-01
433465,Wonhee,Benveniste,Human Resources,1985-12-21,1987-03-23
433640,Monique,Baer,Finance,1987-12-12,1996-02-13
434384,Greger,Babb,Sales,1998-06-13,2002-01-18
434845,Takushi,Skogmar,Sales,1985-06-07,9999-01-01
434936,Sahrah,Rosis,Development,1994-06-24,9999-01-01
435026,Shim,Versino,Quality Management,1996-12-17,1997-11-20
435042,Brigham,Borstler,Sales,1995-10-09,9999-01-01
435060,Moie,Lieblein,Sales,1996-07-12,9999-01-01
435181,Kazuhide,Fiutem,Marketing,1992-05-10,9999-01-01
435226,Yinghua,Panwar,Human Resources,1994-06-11,1996-02-26
435289,Feixiong,Schurmann,Marketing,1987-02-15,9999-01-01
435305,Berthier,Pramanik,Sales,1993-01-23,9999-01-01
435357,Jaques,Standera,Development,1997-10-02,1998-03-11
435370,Conal,Basart,Sales,1991-05-17,9999-01-01
435588,Genta,Pepe,Human Resources,1994-04-12,9999-01-01
435602,Dietrich,Kranzdorf,Sales,1992-10-04,9999-01-01
435664,Sham,Chiodo,Production,1997-07-28,2000-06-16
435774,Olivera,Bharadwaj,Sales,1992-04-01,9999-01-01
435791,Hercules,Speer,Quality Management,1994-03-07,9999-01-01
436558,Subir,Greibach,Development,1992-05-24,9999-01-01
436797,Ohad,Henders,Finance,1990-11-03,9999-01-01
436827,Wojceich,Limongiello,Human Resources,1988-03-10,9999-01-01
436915,Feixiong,Haraldson,Research,1998-10-11,9999-01-01
437276,Dines,DeMori,Finance,1987-12-07,9999-01-01
437369,Kazuhide,Biran,Sales,1995-01-25,9999-01-01
437395,Sumant,Thambidurai,Marketing,1996-08-24,9999-01-01
437724,Erez,Luft,Human Resources,1994-12-14,9999-01-01
437870,Kerhong,Lorho,Development,2001-03-17,9999-01-01
438038,Lena,Giaccio,Marketing,2001-10-03,9999-01-01
438158,Shaw,Varman,Development,1994-12-16,1999-05-13
438264,Rasikan,Barreiro,Customer Service,1991-09-27,9999-01-01
438557,Lidong,Swist,Development,1999-09-16,9999-01-01
438723,Charlene,Verspoor,Quality Management,1992-03-16,2001-11-13
439377,Mari,Plessier,Development,1997-07-04,9999-01-01
439905,Kousuke,Levasseur,Customer Service,1990-03-16,9999-01-01
439924,Gunilla,Kisuki,Finance,1994-08-14,9999-01-01
440325,Douadi,Sullins,Sales,1999-09-25,9999-01-01
440435,Sandeepan,Rosti,Development,1991-11-26,9999-01-01
440450,Tzvetan,Scharstein,Human Resources,1994-06-16,9999-01-01
440642,Snehasis,Kalsbeek,Sales,1988-01-06,9999-01-01
440870,Filipp,Hasham,Customer Service,1996-10-14,9999-01-01
440937,Fabrizio,Usery,Research,1992-10-13,9999-01-01
440997,Manton,Schapiro,Sales,1991-03-26,2001-01-31
441197,Miquel,Legleitner,Sales,1985-06-28,9999-01-01
441536,Chinho,Collette,Production,1995-10-09,9999-01-01
441651,Aimee,Billawala,Development,1989-02-20,1995-08-24
441954,Leszek,Marchegay,Production,1999-06-13,9999-01-01
441965,Claudi,Heijenga,Research,1988-08-30,9999-01-01
442002,Ravishankar,Baig,Sales,1992-03-17,9999-01-01
442096,Martijn,DiGiano,Production,1990-06-15,9999-01-01
442312,Zengping,Cusworth,Production,1991-06-07,9999-01-01
442490,Navid,Luke,Production,1994-10-17,9999-01-01
442653,Mona,Hebden,Development,1995-10-20,9999-01-01
442700,Siddarth,Masada,Research,1997-08-11,9999-01-01
442704,Terresa,Milicia,Production,1995-07-26,1997-11-21
442898,Aksel,Gire,Production,1999-06-27,9999-01-01
443108,Christfried,Atrawala,Human Resources,1998-11-29,9999-01-01
443339,Shir,Krone,Research,1996-10-02,1998-09-07
443485,Marke,Klerer,Research,1990-04-14,9999-01-01
443632,Bernd,Conia,Sales,1999-11-25,2002-04-25
443841,Shaw,Kading,Sales,1992-07-16,9999-01-01
443873,Vatsa,Ramsay,Sales,2000-06-16,9999-01-01
444070,Heping,Skrikant,Customer Service,1990-11-27,9999-01-01
444099,Kousuke,Worfolk,Sales,1988-03-22,9999-01-01
444208,Irena,Cesareni,Sales,1985-10-30,9999-01-01
444228,Xinglin,Busillo,Production,1998-10-08,1999-06-11
444465,Prasadram,Bultermann,Production,1998-10-25,9999-01-01
444487,Udi,Rullman,Development,1994-04-09,9999-01-01
444643,Berna,Schonegge,Research,1998-06-28,9999-01-01
445067,Eldridge,Kawashima,Quality Management,1990-02-27,9999-01-01
445152,Heping,Peac,Research,1985-03-20,9999-01-01
445201,Randi,Alblas,Human Resources,1992-05-02,2000-01-27
445226,Oscar,Baumann,Production,1987-01-22,9999-01-01
445456,Apostol,Gruenwald,Production,1998-08-04,2000-03-18
445514,Tuval,Albarhamtoshy,Development,1990-09-24,1999-10-28
445570,Van,Nations,Development,1986-08-11,9999-01-01
445723,Gaurav,Roison,Production,1991-07-12,9999-01-01
445941,Masako,Dechter,Production,1985-09-25,9999-01-01
445950,Ebru,Valtorta,Quality Management,1992-12-09,9999-01-01
446121,Fay,Cochrane,Sales,1999-12-13,9999-01-01
446306,Hercules,Kabayashi,Production,1991-06-10,9999-01-01
446424,DAIDA,Nooteboom,Development,1985-11-24,9999-01-01
446785,Yuping,Papastamatiou,Quality Management,1988-08-30,1992-01-16
446897,Takahiro,Dalton,Production,1992-09-30,9999-01-01
446959,Aram,Passino,Development,1995-01-28,9999-01-01
447018,Dannz,Miara,Production,1992-12-04,9999-01-01
447135,Gennady,Rouquie,Human Resources,1989-08-24,9999-01-01
447191,Dmitri,Rousseau,Development,1995-06-19,1997-05-26
447232,Aleksander,Schaaf,Customer Service,2000-01-10,9999-01-01
447290,Maria,Miculan,Production,1993-04-12,1998-05-08
447376,Kirk,Zongker,Research,1999-12-10,9999-01-01
447544,Stabislas,Kakkad,Sales,1989-02-19,9999-01-01
447599,Heeju,Kemmerer,Development,1991-12-26,1996-02-15
447613,Paris,Restivo,Development,1986-11-21,9999-01-01
447877,Make,Heuser,Quality Management,1988-07-02,9999-01-01
447931,Martijn,Jeong,Sales,1990-12-14,9999-01-01
447966,Kamakshi,Hebert,Production,1997-01-17,9999-01-01
447982,Shiv,Baezner,Production,1990-12-17,9999-01-01
447999,Shiv,Vilarrasa,Development,1990-08-01,9999-01-01
448165,Anyuan,Schwaller,Sales,1993-08-31,2001-05-06
448769,Mong,Dichev,Production,1997-10-11,9999-01-01
448900,Mart,Talmor,Sales,1999-05-11,9999-01-01
448918,Chiradeep,Arlazarov,Production,1989-10-06,9999-01-01
448994,Haldun,Syang,Finance,1997-02-11,9999-01-01
449189,Jahangir,Bernatsky,Sales,1995-09-30,9999-01-01
449815,Fumitaka,Quittner,Research,1988-04-20,9999-01-01
449966,Mabry,Knightly,Marketing,1994-01-04,2001-03-06
449984,Hinrich,Perin,Development,1985-11-20,9999-01-01
450184,Selwyn,Henseler,Development,1993-03-09,9999-01-01
450255,Udo,Waymire,Development,1986-06-14,9999-01-01
450309,Gill,Orlowska,Quality Management,1986-12-25,9999-01-01
450371,Eldridge,Pargaonkar,Production,1992-08-03,1999-09-04
450421,Selwyn,Munoz,Production,1989-07-05,1992-10-07
450475,Saeed,Bahl,Finance,1991-01-29,9999-01-01
450510,Boalin,Tramer,Finance,1992-04-13,1993-02-24
450817,DAIDA,Frolund,Quality Management,1987-07-17,9999-01-01
450888,Sedat,Rande,Sales,1995-03-25,9999-01-01
450934,Chanjung,Raoux,Production,1992-05-25,9999-01-01
450936,Yuriy,Ponthieu,Finance,1991-12-11,9999-01-01
451253,Jaihie,Ozeri,Sales,1991-06-21,9999-01-01
451272,Jacopo,Krohm,Development,1991-04-24,9999-01-01
451275,Bedrich,Isard,Research,1986-06-07,9999-01-01
451333,Radhika,Bonifati,Human Resources,1995-03-11,9999-01-01
452137,Subir,Miake,Customer Service,1999-01-09,9999-01-01
452196,Bartek,Snyers,Customer Service,1987-01-14,2001-05-02
452206,Arra,Esposito,Sales,1994-11-03,9999-01-01
452325,Taiji,Berstel,Development,1996-12-02,9999-01-01
452347,Shigeichiro,Brattka,Sales,1996-07-13,9999-01-01
452365,Fei,Gadepally,Development,1988-11-13,9999-01-01
452956,Gou,Thombley,Customer Service,1990-11-07,9999-01-01
452957,Alair,Nanard,Sales,1996-02-10,9999-01-01
452970,Mari,Fargier,Production,1992-08-18,1995-12-11
452982,Lobel,Aloia,Marketing,1994-12-29,9999-01-01
453070,Aran,Rosenbaum,Human Resources,1991-04-25,9999-01-01
453154,Gao,Lally,Customer Service,1996-03-01,9999-01-01
453644,Berni,Takkinen,Marketing,1992-06-08,9999-01-01
453688,Chinya,Leslie,Quality Management,1995-10-28,9999-01-01
453723,Arne,Kohling,Production,1985-12-13,9999-01-01
453760,Ewing,Rajala,Customer Service,1996-06-21,9999-01-01
453790,Fai,Keirsey,Development,1994-10-12,9999-01-01
453913,Stein,Perng,Marketing,1993-04-29,9999-01-01
453996,Sugwoo,Weiland,Quality Management,1997-04-23,1999-01-18
454338,Mohammed,Georg,Quality Management,1998-08-03,9999-01-01
454378,Gina,Ossenbruggen,Production,1998-01-03,9999-01-01
454736,Nechama,Ermel,Development,1995-06-05,9999-01-01
454791,Xiaoqiu,Pietracaprina,Production,1994-07-09,9999-01-01
454825,Kamakshi,Schusler,Production,1995-05-25,9999-01-01
454994,Mohan,Picht,Production,1991-02-24,9999-01-01
455113,Manohar,Rothenberg,Human Resources,1999-04-22,2002-06-16
455175,Soenke,Zaumen,Marketing,1992-02-22,9999-01-01
455243,Khoa,Bahk,Development,1991-06-10,1998-02-07
455284,Luisa,Baig,Quality Management,1996-07-12,9999-01-01
455296,Mang,Sundgren,Development,1995-11-27,1999-07-13
455364,Ranga,Plesums,Sales,1990-01-28,1997-05-13
455415,Weiye,Krohm,Sales,1990-10-29,2000-02-10
455726,Qiwen,Kriebel,Sales,1987-12-13,9999-01-01
455814,Giao,DuCasse,Production,1991-07-19,9999-01-01
455914,Peer,Angelopoulos,Development,1989-07-23,9999-01-01
456767,Tetsurou,Schreiter,Sales,1987-07-17,9999-01-01
456824,Aloke,Neiman,Development,1985-07-10,1996-07-23
456982,Shounak,Dratva,Development,1989-01-05,9999-01-01
457070,Gay,Plavsic,Human Resources,1987-08-06,9999-01-01
457146,Jinpo,Heyers,Research,1999-01-07,9999-01-01
457305,Sorina,Lakshmanan,Sales,1994-09-03,9999-01-01
457337,Xumin,Beidas,Quality Management,1995-04-27,9999-01-01
457411,Xudong,Peck,Development,1988-04-18,9999-01-01
457489,Berna,Ranst,Production,1985-05-14,9999-01-01
457611,Indrajit,Krogh,Development,1998-09-18,9999-01-01
457653,Yakichi,Naumovich,Quality Management,1988-06-12,1988-07-03
457776,Florian,Siepmann,Production,1987-12-21,9999-01-01
457813,Foong,Gargeya,Production,1992-01-24,9999-01-01
457832,Jackson,Zielinski,Development,1997-09-12,9999-01-01
457938,Arch,Picco,Customer Service,1997-10-22,9999-01-01
458111,Florian,Tramer,Production,1999-11-07,9999-01-01
458134,Thanasis,Standera,Human Resources,1985-03-20,9999-01-01
458191,George,Atchley,Research,1997-07-02,9999-01-01
458383,Mabhin,Foote,Development,1999-04-23,9999-01-01
458726,Shahaf,Kitai,Customer Service,1986-12-26,9999-01-01
458790,Ramya,Azadmanesh,Production,1988-11-19,9999-01-01
458919,Kaijung,Papadias,Development,1999-05-01,2001-04-12
459172,Val,Rissanen,Development,1993-11-20,9999-01-01
459356,Pramod,Wendorf,Development,1998-12-25,9999-01-01
459429,Mohit,Verhaegen,Sales,1992-05-27,9999-01-01
459685,Hirochika,Goldhammer,Quality Management,1998-03-12,9999-01-01
459846,Yuping,Sethi,Human Resources,1997-12-28,1999-05-21
460131,Adly,Hambrick,Sales,1997-07-25,9999-01-01
460691,Munehiko,Gihr,Human Resources,1989-12-06,9999-01-01
460707,Yoshinari,Lanteri,Development,1996-12-25,9999-01-01
460920,Remzi,Mitzlaff,Sales,1986-04-06,9999-01-01
461120,Shietung,Gelosh,Research,2001-04-01,9999-01-01
461270,Mrinalini,Mawatari,Sales,1996-01-03,9999-01-01
461563,Sreenivas,Versino,Finance,1985-08-24,1988-12-25
461723,Deborah,Basawa,Research,1992-03-02,1993-03-16
461801,Sumali,Cooman,Customer Service,1993-04-18,9999-01-01
462067,Sampalli,Francisci,Marketing,1994-11-25,2001-10-17
462493,Paloma,Gerlach,Quality Management,1988-07-26,9999-01-01
462736,Larisa,Murtafg,Research,1991-02-25,1993-06-04
462795,Somnath,Cummings,Research,1994-07-10,9999-01-01
463023,Itzchak,Penn,Marketing,1999-01-21,9999-01-01
463099,Jinxi,Schmiedel,Finance,1990-09-21,9999-01-01
463212,Ramya,Rossi,Quality Management,2001-09-02,9999-01-01
463472,Jaber,Sethi,Customer Service,2000-06-11,9999-01-01
463495,Alenka,Barriga,Human Resources,1988-05-06,9999-01-01
464284,Huiqun,Henders,Sales,1993-05-19,9999-01-01
464303,Abdelghani,Nyrup,Customer Service,1986-08-02,9999-01-01
464526,Berna,Comellas,Research,1995-09-07,2000-02-18
465062,Stafford,Gist,Production,1988-05-07,9999-01-01
465076,Tokuyasu,Ghelli,Production,1985-05-05,9999-01-01
465085,Vidar,Gunderson,Customer Service,1996-03-18,9999-01-01
465409,Shahid,Varman,Marketing,1985-08-27,9999-01-01
465501,Mrinalini,Gire,Human Resources,1992-11-09,9999-01-01
465711,Lakshmi,Frijda,Development,1990-04-21,9999-01-01
465853,Kwan,Kampfer,Human Resources,1998-10-16,9999-01-01
465874,Herb,Picht,Production,1985-05-31,9999-01-01
466064,Temple,Danlos,Sales,1994-06-13,9999-01-01
466367,Hiroyasu,Strandh,Customer Service,1989-06-05,9999-01-01
466509,Bezalel,Verhoeff,Development,1988-03-22,9999-01-01
466603,Yechezkel,Nourani,Marketing,1991-08-01,9999-01-01
466745,Boalin,Birsak,Human Resources,1995-10-16,9999-01-01
466911,Stepehn,Markovitch,Customer Service,1991-08-13,1995-08-07
467176,Przemyslawa,Borovoy,Human Resources,1993-06-18,9999-01-01
467269,Nahum,Lambe,Development,1989-08-31,9999-01-01
467392,Mariusz,Rikino,Production,1995-04-13,9999-01-01
467441,Margareta,Bondorf,Production,1988-11-07,9999-01-01
